feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.316513005668453,0.9780338018496276,0.6735837210771096,0.20604328882863332,0.1087083845932919,0.14624287841801742,0.18893601363322599,0.8256885989771412,0.2810971640063523,0.3266520784875856,0
0.6390426477361395,0.06783408865658425,0.988713814036952,0.04265026416564022,0.45994096569175635,0.2502751285736059,0.8221223945686492,0.4556332984856013,0.46644031507773287,0.6513198370729981,1
0.22188071081305438,0.9149613553461038,0.08451493437230662,0.48023509265754827,0.8019865693800856,0.28794813115742235,0.8469363390931809,0.6685884114768554,0.28403326282724317,0.7116809998218397,0
0.24325655732100016,0.26189396219266237,0.03808172167168633,0.005115050745486793,0.6179379056589741,0.1082589864006972,0.0034901587628496378,0.26342020096362695,0.8227853223143365,0.19390475548088504,0
0.5159004981175205,0.6429106543893935,0.7705594950056573,0.393339597667158,0.43259780695529815,0.055365847023623904,0.6603926457361778,0.7552854372997194,0.8377553165237814,0.4681354514749404,0
0.22225574756083155,0.8787202655619875,0.10128097686587867,0.563392607850001,0.6637036083312309,0.3740350004836196,0.943521071477019,0.4057224176183738,0.3211522193577496,0.6996006847868456,1
0.08142415549306381,0.19448793295417055,0.7363985271831601,0.5427801499116681,0.98003647537079,0.315762222432836,0.0855272934187471,0.6961121810037322,0.24771262954727202,0.944902874666393,1
0.827344252671153,0.8976155678985622,0.3883762582735897,0.03321975291819712,0.1254990471317955,0.5295536937801878,0.4038252676262061,0.4089500951333078,0.9115009496518951,0.3395444017953867,0
0.6547883222568318,0.7696747275667138,0.7954035526852442,0.06756479502426904,0.310148054504089,0.16476945503935914,0.1237986764367035,0.5570627523384617,0.9942884380309527,0.010686762108312209,0
0.24097496479733627,0.6912893438858702,0.2886316275934392,0.5347035394421494,0.9327517635330406,0.9461328131389194,0.7459394928157271,0.8838723319735722,0.36465067892044567,0.9489675838700984,0
0.11017360259638798,0.8917465563212936,0.9414492386291854,0.5603490011121012,0.8878775418369982,0.17990362008824434,0.27830065210061683,0.24951031275703905,0.04783947874733108,0.561616775199609,1
0.6166650200675342,0.8260975301241033,0.6626977802931661,0.2442105483774315,0.23708714369561146,0.7556926520423077,0.27783519516350164,0.024142124235385087,0.31800243026710473,0.2881894789205749,0
0.2844763169350293,0.3590778180254336,0.0048089229748145,0.6579899042275889,0.6260742530817079,0.43367857100481233,0.7304200424332317,0.6350421793704265,0.13996264153655802,0.7913980521655943,0
0.7293282611729877,0.016493270031713525,0.08532464480109159,0.6586346887881057,0.055617475894237045,0.017149867266667007,0.6820448732493997,0.7172632422950854,0.4940269565411346,0.42042875402079616,0
0.39355526549284936,0.7928065302615315,0.6373625538332472,0.8447296019833687,0.5140964069701364,0.9175639331368223,0.43656621862526157,0.5972278894952725,0.5985222586586226,0.5776957581950273,1
0.6901241724320348,0.3627854137440941,0.8940590373261814,0.21599362970841218,0.15945240932084803,0.7363539411450396,0.653344158915705,0.6899154110028026,0.7041910619011222,0.5437906963095266,0
0.009321771441088367,0.04940979549972835,0.4531311288780212,0.49321033419058924,0.24513023293783243,0.4828757456490219,0.4728079935745818,0.7997943506243423,0.8431767068281695,0.5309254616503397,1
0.03741573722861802,0.98187542393329,0.28853370106481513,0.9851317474077756,0.05629576700381822,0.8982308780491255,0.37930933535860345,0.807796371149025,0.5282199142861862,0.17360091657820031,1
0.37722726464436285,0.41373598937803036,0.6220898367228799,0.5350996436933919,0.6943032504440777,0.8394928261920968,0.5581469527815691,0.2231595663355601,0.1931628793266027,0.0933870443821756,1
0.2561453298941695,0.7653983771018403,0.5533814396651103,0.3331205869558095,0.7395267392325358,0.6192508587764824,0.9265450800421392,0.12578485068634904,0.48937219363686224,0.3625441776725995,0
0.6265424670662328,0.4797513292484268,0.19372102080484477,0.37044096664548953,0.5165931723295765,0.6978265427316159,0.920277602915517,0.9458159868251877,0.29489224744133,0.4745491455651374,1
0.4526592479295062,0.20397769949752953,0.09984745882653956,0.12494838486395232,0.5167592103283397,0.9570270114854084,0.05751862424008669,0.4940257279454918,0.22824770651631354,0.9631567465616437,0
0.5653572212709423,0.16685610351181235,0.8326757877776032,0.6033865197552275,0.9888084592146029,0.9397436299615861,0.6007237396537325,0.6299378849367357,0.2535417964545881,0.7183092499949137,0
0.2896175312937035,0.5090886071746062,0.04637337348731696,0.8597239634495231,0.07600261471439451,0.43223786641965445,0.7010735454359566,0.1756631963682752,0.377632145607288,0.9165137132083006,0
0.716142991375071,0.42728802379548503,0.08020964366983208,0.35797221349475483,0.4707552060982907,0.3050129509926476,0.5411619007861151,0.2589517327768259,0.5179133878482042,0.5262963100710174,0
0.9185245655237287,0.886654086523296,0.5581505232647659,0.9555883137024702,0.019597954725560585,0.7347589525653929,0.6859574016489144,0.8176798611138963,0.37103711249419635,0.3458290248588788,0
0.5809289193990005,0.2199485683746646,0.7404042322761184,0.8998884615096041,0.6517615201165242,0.1469252551795186,0.10482516317776447,0.9803053070173982,0.7569116783540665,0.535532207301642,0
0.09002967571396303,0.23558439660117714,0.03971127268183139,0.5856213273889209,0.6021245997592188,0.3003094795451924,0.518614020767114,0.2041587743702855,0.5980839906673926,0.8166757680769834,1
0.7791113570345851,0.5484057445341648,0.6723430251898885,0.896536379290814,0.21570149452116938,0.5528403756972615,0.028591808280749476,0.16313664081648827,0.43998706367147666,0.04901534987350953,0
0.6820150138950454,0.2089371574251745,0.1473577595588057,0.2226366210118209,0.8528747423258736,0.17471978569380342,0.3293116493760524,0.46113945024942715,0.3172920570969572,0.9245427296147332,1
0.06601269773331886,0.30847286316810585,0.05378220392638644,0.7653884160063027,0.30138185406082707,0.7183419786280629,0.5119792020844237,0.4993756505110357,0.15650594162190856,0.16184257820861858,0
0.8338961697921069,0.7169037413161196,0.7611093388871614,0.09387716173979288,0.11191747866984114,0.9937745099480743,0.9955587681389937,0.9460382124019041,0.016890623020487938,0.21146795504517846,0
0.22532234107376814,0.253770922868389,0.2514022535742374,0.7922631864566342,0.8277347243375353,0.030776508874018282,0.5484532321459121,0.9615605381279664,0.45891776491577296,0.775186134987066,1
0.7247291468320292,0.5076713120427253,0.011061282438252884,0.49521461088781615,0.8364686250486307,0.39395832549990695,0.8740012614635744,0.5234667387995088,0.23519713459251146,0.7271861989435862,1
0.03991327965829328,0.9873265119924514,0.8857444794305308,0.3723098550562133,0.925805208322544,0.2835440431541223,0.060636107433254205,0.4110743950561827,0.62027457701704,0.16433702522270688,1
0.08152810332579574,0.1528085521986453,0.28930067557642136,0.5835638820711306,0.19540979685901172,0.45537388889972963,0.5605065102905147,0.04769774940667826,0.2550643254825943,0.5356702151805208,1
0.5351217489099684,0.8915498594856348,0.5072045479700932,0.7049580578557596,0.5676164856455069,0.8630943618836407,0.9728782298825277,0.3094842853984303,0.9147507666040285,0.6407135309988825,0
0.05837311338252882,0.9323111122765523,0.39893359125111194,0.2719028758095049,0.4656201974293287,0.3936524505990593,0.6961576726757275,0.5954368604734143,0.7128263410700054,0.6658648260080664,0
0.2579940209878153,0.1295225684707425,0.7820806741071032,0.9179816587564634,0.8924537979660416,0.35289245481236087,0.9505906078369869,0.6789501703485198,0.03150304110949487,0.5898793312996874,1
0.6088297041413182,0.3103487552637214,0.10815709329651702,0.0419754714529913,0.5502331599618672,0.7325921928529637,0.1984075541657111,0.47228611485700256,0.6006919853198709,0.8435850400778757,0
0.5743263599564804,0.9011181303828031,0.7736332767019181,0.026420909169832307,0.43075820708079027,0.6865147004685109,0.5824558649855263,0.2568127174048229,0.30863901653143855,0.10538525080643668,1
0.08440495290913719,0.8181504804289589,0.18069664736702074,0.17139996512639377,0.1433123531150866,0.49960001331610526,0.24992050843087177,0.008964831750443047,0.2639682951498552,0.4474002718716794,1
0.9607256808151198,0.9002101924450574,0.31885317614831454,0.8572454435543275,0.1973258443850473,0.4030463102730355,0.6003124804345723,0.9810659321113374,0.23993641351806705,0.7529037417934804,0
0.4141180643700444,0.1113932599055868,0.576964977548338,0.8658898644260827,0.9783115938670081,0.3204754091205865,0.6240813706266423,0.3618838745818477,0.8787564936981537,0.8950803501288044,0
0.6844956468641313,0.05810706982864955,0.4157044560452001,0.1555764704721867,0.40608165408530583,0.6857741671504844,0.385959524975347,0.05088157091317258,0.9588796217447341,0.16965643975541622,1
0.8595079641592401,0.6337202809056425,0.09273933025311476,0.7343169161061102,0.32318846980565186,0.8048763978182465,0.25786772524909196,0.9614169304551248,0.08801800258721593,0.41767370472164767,1
0.7367751699331633,0.2646666663246561,0.6250736596776906,0.8260097237246881,0.26918314192014947,0.45298751566292617,0.9631639863820824,0.64450198239147,0.1916626594520251,0.08274172029922178,1
0.9349110384793448,0.010376216432731122,0.17275785873188143,0.770894871509901,0.26135446654830785,0.4028157867387806,0.09246742679727271,0.14429477434905802,0.708094279000318,0.12045179399052963,0
0.8596826010703121,0.45685040662002674,0.16807351309545837,0.1242129385428975,0.18131121244623338,0.22434083846697084,0.1529184191376335,0.5910014139748059,0.05037042977094952,0.01038710822912936,1
0.2757806311137114,0.6006931957695458,0.7337611952819344,0.6436730569887914,0.4498930804118929,0.08673388741522214,0.3838420968678541,0.36043605602586704,0.09632937186662571,0.08253724413166919,0
0.02840843843704155,0.3328812688140035,0.40743923184758324,0.9884049866290772,0.5282634349166367,0.909916592465269,0.26059103461096667,0.9455397875763517,0.6441682745475981,0.5908582474812458,0
0.9120299606246062,0.184185032636773,0.44056837271501625,0.11671721279542357,0.024537065150782134,0.14265381796705223,0.3143806082803273,0.042294952200031655,0.7488181717915597,0.8760794036393262,1
0.9279260630355411,0.7644131844857613,0.42068674060765676,0.015961461879729022,0.9106008097384888,0.7367692041157963,0.2942268885389553,0.6749250077982251,0.9391778729181474,0.4898146640392341,0
0.4802970850510625,0.3958242511604433,0.5712421698336221,0.2699595036415219,0.8956356485906166,0.26226380154046514,0.0029633275285756433,0.19751217635600482,0.41628136558786377,0.9648384748761237,1
0.8301907410170009,0.9716170716851502,0.2155668441810309,0.2955123973547158,0.6962113947380963,0.5465405061210489,0.7346940195215201,0.7397116547471421,0.331590655838952,0.23222145390669957,1
0.6517537522315545,0.18143025692021253,0.8471890653348297,0.9101770804897035,0.7263583716738083,0.6153430227298593,0.4096011567721769,0.41700505822383904,0.6356959183725752,0.3773500661931831,0
0.8834877070729092,0.4121762900197644,0.9632723324102795,0.7372913663449321,0.008193037612868936,0.4452302248307828,0.1437069490148808,0.9989799091188101,0.09523001416658494,0.012350884452481337,0
0.23659075465575063,0.5652244582673348,0.4409090359649962,0.19656211684730285,0.015203984592894848,0.8048856644994736,0.8398385316316679,0.581587416534631,0.24679775603850151,0.02449523318439928,1
0.8501591971358814,0.12270505255345221,0.5262395767237675,0.5830006380685797,0.29636503676002446,0.43939460354871207,0.4916303384742595,0.5952575444791944,0.14964376038344707,0.05883945964750237,0
0.255306862524076,0.5497876920803203,0.23630034946245304,0.8986978164308417,0.38298417588997713,0.8865758932240313,0.849896640203122,0.17473259161387833,0.7555670518688811,0.38186472102936464,1
0.032433154049063995,0.1947625168510736,0.8498548993596934,0.420680110697212,0.9246356669960488,0.5585924721907832,0.7975130080925426,0.5511948200304134,0.4218408919141353,0.6766330902919365,0
0.1607868227145235,0.17761303767604852,0.27855881804239657,0.15170453127673778,0.8282169024633634,0.929826248359421,0.9337636230386605,0.2799306948794994,0.2870439244353461,0.8471232503716123,0
0.8526654355949806,0.8739492499407132,0.12064418854681358,0.09795242008378169,0.7623142273941532,0.3480030125074681,0.18161880805166197,0.594041140901956,0.9387303801432516,0.6050841283382278,1
0.31192518600171715,0.3134043651422853,0.37802310897026115,0.44141765478492645,0.2058918835964174,0.6984033950271644,0.8906923435479298,0.07043812801393778,0.6462532296330676,0.22921753148124102,0
0.6727860810564643,0.36748316759829447,0.2037573609401755,0.24707497894059238,0.13653383095642124,0.5130381551152714,0.9623126767997795,0.5377028304701348,0.43517624188236925,0.9414266103476858,1
0.0892104271911418,0.6530733507018804,0.7626009161791346,0.0030555029967875846,0.6410084185885945,0.04853060168461143,0.8416105412932349,0.5602015742176455,0.9165856093053066,0.939834806107402,1
0.25480974011302626,0.6132414303271799,0.40126498273759115,0.07755163567789436,0.689150248516271,0.9879593830857375,0.87915500685044,0.9012814429983592,0.009609922511257807,0.3582008194023374,0
0.791526583839419,0.7208864974929146,0.8863880471334142,0.8225129560022975,0.9852297830900099,0.6738372411983258,0.2247968850801465,0.46949193982284954,0.7380270833494045,0.1516058812543497,0
0.41262833227814333,0.9118466882738006,0.4395067966935504,0.35440605040178097,0.03706201039312673,0.39975590451462784,0.5313819287034367,0.12545418688314314,0.8005852567861733,0.056491008880059534,1
0.0787618361548732,0.6178478746068896,0.42169787932178504,0.1779777900052083,0.9368790034602743,0.024984394029756607,0.06957286643919558,0.47771239419124223,0.3179043320205658,0.863883789059922,1
0.34897379443252174,0.7116753428641076,0.9407898297602102,0.6535773833850279,0.31925687334500774,0.7248931234395656,0.9459488675704235,0.10102834278871275,0.25061292925904866,0.8387820495656519,1
0.4723285260398056,0.7095782567726052,0.7748268744827446,0.56110335467262,0.4671929085564184,0.905668210923276,0.9421349355930998,0.6891180337815881,0.05361989737515582,0.107910620855181,1
0.30134887138965794,0.8713943049544292,0.9168302803032653,0.21749460315924318,0.6289077114416078,0.5036324316488164,0.6451042280061646,0.25466023580450536,0.0074881932325967515,0.5318170474100855,1
0.49587385246650784,0.24176648111767096,0.42277395843082655,0.7573178987948139,0.04962348140142525,0.9524813350266852,0.3167372695867645,0.9539829160854763,0.6341436924257621,0.531725167989482,0
0.8458985868968749,0.9842309960444516,0.5559678430609831,0.4564851581096322,0.1340134206362773,0.7750868144087995,0.08678474912770928,0.24734101405722142,0.8779750943204313,0.0849082130460127,1
0.4595729571487259,0.21222599718070978,0.08500729670272777,0.7737402005692378,0.3576568939741718,0.41200162264826723,0.35738580742452,0.038517604237520264,0.38995792501314563,0.20136700102126726,1
0.6982766615015746,0.541203631230528,0.1071541134335724,0.42550905766976777,0.33975140733916664,0.49419699979409226,0.24534761086967316,0.6185769604758299,0.8378333087591888,0.1036878291363088,0
0.1647391017446126,0.16332057335904548,0.8840624833652524,0.3144263696592674,0.6219575746827678,0.39932959200495155,0.10277185283125179,0.0007036284430032014,0.5160770693243302,0.6881117587477545,1
0.20762623636097166,0.6071227362883334,0.9018388225461141,0.7135281277635673,0.6462704931712498,0.345563497172935,0.6896613319478899,0.8091990643330268,0.3055313109718262,0.2520574068167978,1
0.14568899245645428,0.5543445132814111,0.31473854087728226,0.21289337231655203,0.13562884722965685,0.06715275392530573,0.6227971116598429,0.9159508478740042,0.5329947123366167,0.22303316035039777,1
0.6841118532315164,0.6081973688308223,0.3819241522085106,0.013682396284668719,0.34395503514253656,0.06286154380584652,0.6029847302477528,0.4198952822176202,0.04312243071143562,0.28379341438769656,0
0.8174042517865961,0.7654227799176516,0.11594376926822825,0.32048224765448907,0.598221293376965,0.2240258896224151,0.7396848740506394,0.012725434471897112,0.9527814233551417,0.09572466536563562,0
0.08008450755172625,0.9224071521998857,0.8046960408147114,0.3452643990289055,0.9254540246618604,0.3777331499062253,0.930509482303161,0.18620433790592317,0.3849309217143545,0.2369068869884332,1
0.7492097486823455,0.7894429795851067,0.2417419667905475,0.23468658603917025,0.24275287912709687,0.6752824139949689,0.8441839430779143,0.8856306238317057,0.26005505304299603,0.9774959878165407,0
0.7961598529220759,0.3348224296315353,0.06411315369337012,0.012566470748695435,0.9986401243893396,0.44254124441549714,0.9194279090470057,0.4373324708735783,0.03524939700467,0.00915262577986442,1
0.5578455144279799,0.8704772356373499,0.4838897365749065,0.3424808667864805,0.42655225007701547,0.2722718936635703,0.2639202565719645,0.9851088559866402,0.7629231579761244,0.3706355952848902,0
0.8774234051206226,0.7148821960974359,0.3266373856396382,0.5080819436759195,0.8106909188733806,0.2771044563570437,0.8807595498627994,0.37027102823960134,0.8234033903836738,0.27018494908580926,0
0.20734298811829688,0.7345649757741406,0.12207797376696139,0.6835217510546455,0.38871203627587503,0.37016450125509637,0.6901861206067631,0.5780116115747191,0.7207033339952965,0.6003872348058772,0
0.49003981586223033,0.21852538256337828,0.4141853097103039,0.0116129454483197,0.6945367508809599,0.14909728692862823,0.3282460364226667,0.736192912700646,0.7084368728718414,0.63622389617902,1
0.48562461285513225,0.979832695036032,0.4361026880168103,0.20206433253712341,0.8291609472636761,0.9161013126036532,0.9552184634380946,0.06833962121404291,0.5339130363280986,0.9424082900725285,0
